NODE OR WAY|QUESTION|ID|KEY|SCORE|VALIDATING|ANSWERS|shape
WAY|Su cosa si trova la strada ciclabile?|547.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1297093.577964045 5598020.499633276, 1297087.806463881 5598016.968549625, 1297076.547996011 5598009.018626403, 1297072.770929417 5598005.233237064, 1297064.3913616 5597996.30915324, 1297062.212804544 5597991.930282148, 1297060.267197607 5597986.086125764, 1297059.931100613 5597982.353622355, 1297060.031661648 5597978.84975327, 1297060.737685779 5597974.674518703, 1297060.343555349 5597963.798865145, 1297059.94499224 5597956.744900182, 1297059.119324201 5597950.819894897, 1297055.905405477 5597940.666473021, 1297053.61302983 5597937.185820363, 1297047.187053056 5597929.953568283, 1297041.001018773 5597922.32488971, 1297034.357873675 5597914.131430608, 1297029.294671859 5597907.853959654, 1297022.355496845 5597899.251238536, 1297014.147088686 5597893.214793977, 1297003.172293851 5597880.849010172, 1296994.906181808 5597865.885079432, 1296983.237173208 5597848.041100213, 1296978.683949345 5597840.510446347, 1296972.088552691 5597826.896072862, 1296966.291969252 5597813.961332456, 1296961.984529847 5597802.496653887, 1296958.819362381 5597794.174835789, 1296956.440625371 5597785.82387349, 1296956.930069034 5597773.653353462, 1296949.898635799 5597753.002448324, 1296945.655585948 5597738.322517135, 1296941.162511241 5597719.664456067, 1296938.087701753 5597705.948370822, 1296935.669081979 5597693.352898307, 1296932.051065716 5597651.412170057, 1296931.603627195 5597645.009739476, 1296928.780380738 5597627.9004477, 1296927.642485604 5597598.518534217, 1296926.803238527 5597583.447169167, 1296926.198105481 5597548.20088453, 1296923.071824619 5597533.121044821, 1296921.105176335 5597518.086360894, 1296918.64275876 5597497.952973329, 1296911.775035839 5597462.920115999, 1296905.961864049 5597441.533690402, 1296893.395770981 5597401.547259572, 1296885.467057801 5597378.241240215, 1296881.780871558 5597369.532384838)
WAY|La segnaletica è orizzontale, verticale o entrambi?|1185.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1293555.010834926 5599253.689354269, 1293545.211686933 5599457.508467317, 1292782.508477557 5599444.288144524)
WAY|Su cosa si trova la strada ciclabile?|1185.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1293555.010834926 5599253.689354269, 1293545.211686933 5599457.508467317, 1292782.508477557 5599444.288144524)
WAY|La segnaletica è orizzontale, verticale o entrambi?|131.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1292217.536224184 5597864.614004569, 1292207.463132411 5597826.3556166, 1292197.562760169 5597793.833959168, 1292173.813852253 5597688.469543114, 1292165.08430631 5597665.528571506, 1292140.289908432 5597608.454272308)
WAY|Su cosa si trova la strada ciclabile?|131.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1292217.536224184 5597864.614004569, 1292207.463132411 5597826.3556166, 1292197.562760169 5597793.833959168, 1292173.813852253 5597688.469543114, 1292165.08430631 5597665.528571506, 1292140.289908432 5597608.454272308)
WAY|La segnaletica è orizzontale, verticale o entrambi?|529.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1298929.811443229 5592838.607306737, 1298914.961763579 5592723.885947696, 1298897.708559648 5592644.926192053, 1298896.597112224 5592637.653850162, 1298896.415044841 5592630.298769966, 1298897.165303209 5592622.98004198, 1298898.835737242 5592615.81616755, 1298901.39929793 5592608.923140139, 1298904.814475438 5592602.4125673, 1298909.025971327 5592596.389863641, 1298913.965594013 5592590.952544127, 1298920.907019143 5592583.442474839, 1298926.983740499 5592575.212391205, 1298932.122128763 5592566.362019248, 1298936.259924983 5592556.998600562, 1298938.370140054 5592550.365966274, 1298939.765273656 5592543.545745884, 1298940.429498054 5592536.615322855, 1298940.355278572 5592529.653330668, 1298939.543459 5592522.738760627, 1298923.968965277 5592489.641342375, 1298919.448407112 5592468.220153786, 1298919.073902429 5592428.386581254, 1298863.385344676 5592268.113868866)
WAY|Su cosa si trova la strada ciclabile?|529.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1298929.811443229 5592838.607306737, 1298914.961763579 5592723.885947696, 1298897.708559648 5592644.926192053, 1298896.597112224 5592637.653850162, 1298896.415044841 5592630.298769966, 1298897.165303209 5592622.98004198, 1298898.835737242 5592615.81616755, 1298901.39929793 5592608.923140139, 1298904.814475438 5592602.4125673, 1298909.025971327 5592596.389863641, 1298913.965594013 5592590.952544127, 1298920.907019143 5592583.442474839, 1298926.983740499 5592575.212391205, 1298932.122128763 5592566.362019248, 1298936.259924983 5592556.998600562, 1298938.370140054 5592550.365966274, 1298939.765273656 5592543.545745884, 1298940.429498054 5592536.615322855, 1298940.355278572 5592529.653330668, 1298939.543459 5592522.738760627, 1298923.968965277 5592489.641342375, 1298919.448407112 5592468.220153786, 1298919.073902429 5592428.386581254, 1298863.385344676 5592268.113868866)
WAY|Su cosa si trova la strada ciclabile?|1111.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1291452.940604002 5597461.322968365, 1291481.420018203 5597500.963876395, 1291500.120673086 5597527.165651361, 1291556.196568201 5597604.934431289, 1291548.211116034 5597611.703565795, 1291571.441150901 5597643.141474413, 1291585.578776526 5597662.370558514, 1291608.099560137 5597690.54373936, 1291576.511302993 5597714.590171416)
WAY|Su cosa si trova la strada ciclabile?|1384.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1296876.459763205 5600117.171177148, 1296860.330709164 5600033.099313717)
WAY|La segnaletica è orizzontale, verticale o entrambi?|234.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1295930.39955582 5594521.79051985, 1295939.31415253 5594504.99358719, 1295940.40208228 5594502.95098364, 1295971.059860252 5594494.906276677)
WAY|Su cosa si trova la strada ciclabile?|234.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1295930.39955582 5594521.79051985, 1295939.31415253 5594504.99358719, 1295940.40208228 5594502.95098364, 1295971.059860252 5594494.906276677)
WAY|La segnaletica è orizzontale, verticale o entrambi?|1275.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1293794.025436223 5589122.467998848, 1293806.556909904 5589118.143360248, 1293817.394546163 5589114.460890217, 1293838.014697355 5589108.111420884, 1293848.649001801 5589104.83682791, 1293855.265584165 5589102.949933318, 1293862.222179073 5589101.351367807, 1293867.351704277 5589100.172643555, 1293872.901586936 5589098.897321059, 1293892.569694624 5589094.377704838, 1293910.239646669 5589090.466763787, 1293933.174607937 5589085.468192997, 1293951.061600085 5589082.409877175, 1293972.216803914 5589079.022225981, 1293991.722872039 5589076.690638633, 1294012.927557637 5589074.48000675, 1294038.951420994 5589071.766897031, 1294067.90686106 5589068.921169148, 1294089.593392443 5589066.865886965, 1294101.281917254 5589065.758116973, 1294113.700971201 5589064.581094981, 1294128.734634651 5589063.065517297, 1294165.720312852 5589059.164836826, 1294190.617442175 5589056.538984434, 1294206.80347688 5589054.397819817, 1294223.406136412 5589051.946055952, 1294234.208385473 5589049.685710684, 1294251.181164103 5589045.76632976, 1294264.906184823 5589041.098892433, 1294273.083262345 5589038.447952062, 1294282.051870569 5589034.761111686, 1294285.795708891 5589033.22208119, 1294293.029287891 5589030.226469423, 1294304.071939556 5589025.605333484, 1294312.479930941 5589021.893812948, 1294319.556535819 5589018.467438892, 1294330.127067066 5589013.263597107, 1294340.018124034 5589008.201821014, 1294346.139637518 5589005.000317236, 1294350.653858101 5589002.615954183, 1294356.867920714 5588999.194610919, 1294361.40452425 5588996.476877455, 1294370.71982231 5588990.932699806, 1294377.161327739 5588987.166028635, 1294383.880726918 5588982.331703082, 1294388.717140187 5588978.198279167, 1294391.799423993 5588975.427857536, 1294394.319753013 5588972.595078704, 1294396.004371566 5588970.221990706, 1294402.183293431 5588963.225879419, 1294408.575217169 5588956.074097074, 1294413.159536492 5588950.705786237, 1294419.365923431 5588943.316807004, 1294424.219184327 5588937.551312511, 1294429.100955579 5588930.051214998, 1294438.988846658 5588915.867425991, 1294444.562356757 5588907.618122708, 1294448.077071482 5588901.747313893, 1294451.502200894 5588895.746557389, 1294454.486835652 5588890.428899456, 1294457.176229092 5588885.396794167, 1294459.969214848 5588879.887858831, 1294460.947691905 5588877.957892151, 1294463.939607293 5588873.027220353, 1294467.772317904 5588867.051303321, 1294473.96329754 5588846.447134939, 1294479.598828396 5588829.010293963, 1294487.342929488 5588803.813672652, 1294491.817622172 5588788.073653424, 1294497.135808674 5588766.766482099, 1294502.430126878 5588742.33823053, 1294507.427414729 5588717.542475767, 1294510.643331411 5588700.238950131, 1294512.353850348 5588688.236222205, 1294514.741919187 5588669.946557002, 1294517.125706993 5588654.339786139, 1294518.411265553 5588641.47716874, 1294519.095221903 5588628.958781174, 1294519.490790468 5588618.76612848, 1294520.159434458 5588606.200794662, 1294521.00221035 5588590.52732175, 1294521.589617536 5588576.845691697, 1294522.310767159 5588561.706136982, 1294522.982999138 5588551.112731071, 1294522.982688661 5588537.673130635, 1294522.772539617 5588522.916808295, 1294522.664109883 5588510.014035549, 1294522.445401762 5588496.766577684, 1294520.403278874 5588464.615927622, 1294518.845653108 5588437.442405758, 1294514.550413417 5588409.491018753, 1294510.784460929 5588372.817053155, 1294504.297962046 5588329.667086414, 1294499.023986335 5588292.705075948, 1294496.308620627 5588273.144401641, 1294491.932945572 5588244.36586588, 1294487.958090164 5588218.742262975, 1294484.082698018 5588192.361727759, 1294480.970740751 5588171.128000785, 1294480.06776193 5588164.974576011, 1294478.889019814 5588157.088939563, 1294475.806258047 5588139.254025075, 1294470.917696754 5588110.971805378, 1294467.699313772 5588094.39400705, 1294465.237165502 5588077.937327426, 1294463.116187298 5588059.167016444, 1294461.928175836 5588044.426814507, 1294460.989806808 5588027.8824083, 1294460.443389932 5588010.926436278, 1294460.792473212 5587995.782945421, 1294461.561809229 5587973.949217396, 1294464.624317243 5587929.247657693, 1294467.230648661 5587895.627187636, 1294467.754146404 5587887.499753632, 1294468.091831401 5587876.714289702, 1294468.719906299 5587856.653941291, 1294469.637005863 5587822.772996378, 1294470.251868942 5587795.838201562, 1294470.620933937 5587778.146069237, 1294471.083943479 5587755.268931813, 1294471.480609768 5587729.910044826, 1294471.701016087 5587707.227429123, 1294472.025367543 5587682.083598293, 1294472.448070324 5587660.221914802, 1294472.795588701 5587642.248706167, 1294473.174985413 5587626.949617162, 1294473.598343558 5587610.864994776, 1294473.987798287 5587596.068469019, 1294474.597401014 5587572.266887752, 1294474.963707462 5587557.317946908, 1294475.158905262 5587549.351941493, 1294475.326274601 5587542.521615, 1294475.514198035 5587534.852479947, 1294475.971328808 5587529.043674076, 1294476.304997688 5587505.458675636, 1294478.616731848 5587495.42823305, 1294479.940204202 5587477.050358285, 1294482.807237254 5587437.429316937, 1294484.982573828 5587417.379390345, 1294488.84925043 5587394.271413554, 1294498.513599298 5587339.934929765, 1294500.825516761 5587326.963977065, 1294503.728576544 5587309.586958074, 1294509.950117275 5587274.112659399, 1294514.352115681 5587250.089781668, 1294519.510251048 5587221.987249366, 1294523.500287847 5587200.539355772, 1294528.383381268 5587174.313553879, 1294532.290700542 5587153.96781834, 1294537.61368118 5587125.833654034, 1294546.958663058 5587103.158860722, 1294556.38637716 5587079.325912414, 1294565.669902409 5587058.548510577, 1294577.500839006 5587037.522159545, 1294585.049006716 5587023.200507322)
WAY|Su cosa si trova la strada ciclabile?|1275.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1293794.025436223 5589122.467998848, 1293806.556909904 5589118.143360248, 1293817.394546163 5589114.460890217, 1293838.014697355 5589108.111420884, 1293848.649001801 5589104.83682791, 1293855.265584165 5589102.949933318, 1293862.222179073 5589101.351367807, 1293867.351704277 5589100.172643555, 1293872.901586936 5589098.897321059, 1293892.569694624 5589094.377704838, 1293910.239646669 5589090.466763787, 1293933.174607937 5589085.468192997, 1293951.061600085 5589082.409877175, 1293972.216803914 5589079.022225981, 1293991.722872039 5589076.690638633, 1294012.927557637 5589074.48000675, 1294038.951420994 5589071.766897031, 1294067.90686106 5589068.921169148, 1294089.593392443 5589066.865886965, 1294101.281917254 5589065.758116973, 1294113.700971201 5589064.581094981, 1294128.734634651 5589063.065517297, 1294165.720312852 5589059.164836826, 1294190.617442175 5589056.538984434, 1294206.80347688 5589054.397819817, 1294223.406136412 5589051.946055952, 1294234.208385473 5589049.685710684, 1294251.181164103 5589045.76632976, 1294264.906184823 5589041.098892433, 1294273.083262345 5589038.447952062, 1294282.051870569 5589034.761111686, 1294285.795708891 5589033.22208119, 1294293.029287891 5589030.226469423, 1294304.071939556 5589025.605333484, 1294312.479930941 5589021.893812948, 1294319.556535819 5589018.467438892, 1294330.127067066 5589013.263597107, 1294340.018124034 5589008.201821014, 1294346.139637518 5589005.000317236, 1294350.653858101 5589002.615954183, 1294356.867920714 5588999.194610919, 1294361.40452425 5588996.476877455, 1294370.71982231 5588990.932699806, 1294377.161327739 5588987.166028635, 1294383.880726918 5588982.331703082, 1294388.717140187 5588978.198279167, 1294391.799423993 5588975.427857536, 1294394.319753013 5588972.595078704, 1294396.004371566 5588970.221990706, 1294402.183293431 5588963.225879419, 1294408.575217169 5588956.074097074, 1294413.159536492 5588950.705786237, 1294419.365923431 5588943.316807004, 1294424.219184327 5588937.551312511, 1294429.100955579 5588930.051214998, 1294438.988846658 5588915.867425991, 1294444.562356757 5588907.618122708, 1294448.077071482 5588901.747313893, 1294451.502200894 5588895.746557389, 1294454.486835652 5588890.428899456, 1294457.176229092 5588885.396794167, 1294459.969214848 5588879.887858831, 1294460.947691905 5588877.957892151, 1294463.939607293 5588873.027220353, 1294467.772317904 5588867.051303321, 1294473.96329754 5588846.447134939, 1294479.598828396 5588829.010293963, 1294487.342929488 5588803.813672652, 1294491.817622172 5588788.073653424, 1294497.135808674 5588766.766482099, 1294502.430126878 5588742.33823053, 1294507.427414729 5588717.542475767, 1294510.643331411 5588700.238950131, 1294512.353850348 5588688.236222205, 1294514.741919187 5588669.946557002, 1294517.125706993 5588654.339786139, 1294518.411265553 5588641.47716874, 1294519.095221903 5588628.958781174, 1294519.490790468 5588618.76612848, 1294520.159434458 5588606.200794662, 1294521.00221035 5588590.52732175, 1294521.589617536 5588576.845691697, 1294522.310767159 5588561.706136982, 1294522.982999138 5588551.112731071, 1294522.982688661 5588537.673130635, 1294522.772539617 5588522.916808295, 1294522.664109883 5588510.014035549, 1294522.445401762 5588496.766577684, 1294520.403278874 5588464.615927622, 1294518.845653108 5588437.442405758, 1294514.550413417 5588409.491018753, 1294510.784460929 5588372.817053155, 1294504.297962046 5588329.667086414, 1294499.023986335 5588292.705075948, 1294496.308620627 5588273.144401641, 1294491.932945572 5588244.36586588, 1294487.958090164 5588218.742262975, 1294484.082698018 5588192.361727759, 1294480.970740751 5588171.128000785, 1294480.06776193 5588164.974576011, 1294478.889019814 5588157.088939563, 1294475.806258047 5588139.254025075, 1294470.917696754 5588110.971805378, 1294467.699313772 5588094.39400705, 1294465.237165502 5588077.937327426, 1294463.116187298 5588059.167016444, 1294461.928175836 5588044.426814507, 1294460.989806808 5588027.8824083, 1294460.443389932 5588010.926436278, 1294460.792473212 5587995.782945421, 1294461.561809229 5587973.949217396, 1294464.624317243 5587929.247657693, 1294467.230648661 5587895.627187636, 1294467.754146404 5587887.499753632, 1294468.091831401 5587876.714289702, 1294468.719906299 5587856.653941291, 1294469.637005863 5587822.772996378, 1294470.251868942 5587795.838201562, 1294470.620933937 5587778.146069237, 1294471.083943479 5587755.268931813, 1294471.480609768 5587729.910044826, 1294471.701016087 5587707.227429123, 1294472.025367543 5587682.083598293, 1294472.448070324 5587660.221914802, 1294472.795588701 5587642.248706167, 1294473.174985413 5587626.949617162, 1294473.598343558 5587610.864994776, 1294473.987798287 5587596.068469019, 1294474.597401014 5587572.266887752, 1294474.963707462 5587557.317946908, 1294475.158905262 5587549.351941493, 1294475.326274601 5587542.521615, 1294475.514198035 5587534.852479947, 1294475.971328808 5587529.043674076, 1294476.304997688 5587505.458675636, 1294478.616731848 5587495.42823305, 1294479.940204202 5587477.050358285, 1294482.807237254 5587437.429316937, 1294484.982573828 5587417.379390345, 1294488.84925043 5587394.271413554, 1294498.513599298 5587339.934929765, 1294500.825516761 5587326.963977065, 1294503.728576544 5587309.586958074, 1294509.950117275 5587274.112659399, 1294514.352115681 5587250.089781668, 1294519.510251048 5587221.987249366, 1294523.500287847 5587200.539355772, 1294528.383381268 5587174.313553879, 1294532.290700542 5587153.96781834, 1294537.61368118 5587125.833654034, 1294546.958663058 5587103.158860722, 1294556.38637716 5587079.325912414, 1294565.669902409 5587058.548510577, 1294577.500839006 5587037.522159545, 1294585.049006716 5587023.200507322)
WAY|La segnaletica è orizzontale, verticale o entrambi?|113.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1292132.146562102 5599715.546363849, 1292134.299053255 5599676.532676323, 1292135.899787053 5599673.410612429, 1292164.139208608 5599539.985056221, 1292167.01406557 5599518.211655118, 1292170.465572455 5599498.462980764, 1292037.582150668 5599414.288740154, 1292027.213120775 5599414.799500664, 1292029.151379115 5599400.898236886, 1292037.418400347 5599361.357600471, 1292039.6365164 5599350.871188642, 1292046.781370864 5599313.586844145, 1292048.520995336 5599304.143032156, 1292056.82730352 5599260.504068957, 1292053.639293706 5599256.674984197, 1292056.018174453 5599240.550890103, 1292063.166311924 5599235.361678533, 1292068.775987404 5599203.251805218, 1292074.47283771 5599173.867166361, 1292078.276250694 5599154.450306608, 1292080.540313615 5599134.740714164, 1292080.139425359 5599132.876113703, 1292080.989645522 5599116.96714851, 1292082.217757267 5599107.363307762, 1292083.360285601 5599105.747176505, 1292081.795191933 5599076.618915116, 1292092.19850851 5599024.056081662, 1292152.82018318 5598985.425250859, 1292155.220730867 5598981.504561612, 1292156.556807376 5598974.073046659, 1292173.342063898 5598956.325071656, 1292205.670498458 5598962.776660474, 1292208.473849442 5598959.828327469, 1292245.511592621 5598790.82352508, 1292245.430226374 5598779.949914839, 1292178.113215774 5598765.647826366, 1292159.900256177 5598761.453741706, 1292158.134413618 5598760.270834222, 1292146.869909642 5598740.221767575, 1292154.339098183 5598723.757819023, 1292154.884481156 5598719.477367335, 1292127.486486512 5598613.126413155, 1292122.070673226 5598592.815095753, 1292102.187516925 5598515.917523847, 1292088.906052771 5598465.823420978, 1292081.700584207 5598458.711705058, 1292016.029738374 5598415.023798754)
WAY|Su cosa si trova la strada ciclabile?|113.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1292132.146562102 5599715.546363849, 1292134.299053255 5599676.532676323, 1292135.899787053 5599673.410612429, 1292164.139208608 5599539.985056221, 1292167.01406557 5599518.211655118, 1292170.465572455 5599498.462980764, 1292037.582150668 5599414.288740154, 1292027.213120775 5599414.799500664, 1292029.151379115 5599400.898236886, 1292037.418400347 5599361.357600471, 1292039.6365164 5599350.871188642, 1292046.781370864 5599313.586844145, 1292048.520995336 5599304.143032156, 1292056.82730352 5599260.504068957, 1292053.639293706 5599256.674984197, 1292056.018174453 5599240.550890103, 1292063.166311924 5599235.361678533, 1292068.775987404 5599203.251805218, 1292074.47283771 5599173.867166361, 1292078.276250694 5599154.450306608, 1292080.540313615 5599134.740714164, 1292080.139425359 5599132.876113703, 1292080.989645522 5599116.96714851, 1292082.217757267 5599107.363307762, 1292083.360285601 5599105.747176505, 1292081.795191933 5599076.618915116, 1292092.19850851 5599024.056081662, 1292152.82018318 5598985.425250859, 1292155.220730867 5598981.504561612, 1292156.556807376 5598974.073046659, 1292173.342063898 5598956.325071656, 1292205.670498458 5598962.776660474, 1292208.473849442 5598959.828327469, 1292245.511592621 5598790.82352508, 1292245.430226374 5598779.949914839, 1292178.113215774 5598765.647826366, 1292159.900256177 5598761.453741706, 1292158.134413618 5598760.270834222, 1292146.869909642 5598740.221767575, 1292154.339098183 5598723.757819023, 1292154.884481156 5598719.477367335, 1292127.486486512 5598613.126413155, 1292122.070673226 5598592.815095753, 1292102.187516925 5598515.917523847, 1292088.906052771 5598465.823420978, 1292081.700584207 5598458.711705058, 1292016.029738374 5598415.023798754)
WAY|La segnaletica è orizzontale, verticale o entrambi?|513.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1298034.488638869 5606649.745952317, 1298095.953199781 5606680.947987215, 1298113.606810033 5606690.387140949, 1298132.293312236 5606699.264882811, 1298146.185565576 5606706.190898318)
WAY|Su cosa si trova la strada ciclabile?|513.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1298034.488638869 5606649.745952317, 1298095.953199781 5606680.947987215, 1298113.606810033 5606690.387140949, 1298132.293312236 5606699.264882811, 1298146.185565576 5606706.190898318)
WAY|La segnaletica è orizzontale, verticale o entrambi?|1250.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1301192.535472969 5607871.506612964, 1301239.870511743 5607884.173047245, 1301302.523640824 5607907.010429691, 1301350.245337227 5607925.399528761, 1301404.301093955 5607944.566534631, 1301470.439771812 5607971.440587044, 1301489.814824807 5607979.102886259, 1301503.539089248 5607982.799597183, 1301512.918195657 5607986.245397821)
WAY|Su cosa si trova la strada ciclabile?|1250.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1301192.535472969 5607871.506612964, 1301239.870511743 5607884.173047245, 1301302.523640824 5607907.010429691, 1301350.245337227 5607925.399528761, 1301404.301093955 5607944.566534631, 1301470.439771812 5607971.440587044, 1301489.814824807 5607979.102886259, 1301503.539089248 5607982.799597183, 1301512.918195657 5607986.245397821)
WAY|La segnaletica è orizzontale, verticale o entrambi?|525.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1298929.811443229 5592838.607306737, 1298938.098208256 5592836.247765344, 1298966.248205544 5592825.751186933, 1298995.730047124 5592813.941422129, 1299015.852049479 5592795.431952329, 1299026.609533884 5592787.881469118, 1299043.95444774 5592777.442947589, 1299065.014641506 5592766.594950075, 1299102.605580289 5592747.321732993, 1299135.090301928 5592731.163545639, 1299154.103161866 5592720.780230284, 1299162.048043934 5592717.361753975, 1299176.976018316 5592708.194712194, 1299192.104983411 5592699.120352517, 1299200.701133815 5592694.598797401, 1299219.802970103 5592683.914466774, 1299242.64962673 5592670.53507696, 1299245.354703375 5592669.003370895)
WAY|Su cosa si trova la strada ciclabile?|525.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1298929.811443229 5592838.607306737, 1298938.098208256 5592836.247765344, 1298966.248205544 5592825.751186933, 1298995.730047124 5592813.941422129, 1299015.852049479 5592795.431952329, 1299026.609533884 5592787.881469118, 1299043.95444774 5592777.442947589, 1299065.014641506 5592766.594950075, 1299102.605580289 5592747.321732993, 1299135.090301928 5592731.163545639, 1299154.103161866 5592720.780230284, 1299162.048043934 5592717.361753975, 1299176.976018316 5592708.194712194, 1299192.104983411 5592699.120352517, 1299200.701133815 5592694.598797401, 1299219.802970103 5592683.914466774, 1299242.64962673 5592670.53507696, 1299245.354703375 5592669.003370895)
WAY|La segnaletica è orizzontale, verticale o entrambi?|167.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1292393.597931828 5593267.653399809, 1292392.746180199 5593262.329799773, 1292384.504335653 5593249.008790934, 1292383.496936322 5593242.452119928, 1292378.207346017 5593233.903323324)
WAY|Su cosa si trova la strada ciclabile?|167.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1292393.597931828 5593267.653399809, 1292392.746180199 5593262.329799773, 1292384.504335653 5593249.008790934, 1292383.496936322 5593242.452119928, 1292378.207346017 5593233.903323324)
WAY|La segnaletica è orizzontale, verticale o entrambi?|219.0|segnaletic|3.0|no|solo verticale, solo orizzontale, entrambi, nessuna|LINESTRING (1299041.33247956 5592031.020807762, 1299077.555024358 5592013.202786199, 1299116.457339115 5591993.600940662, 1299208.998800102 5591948.514396665, 1299254.146804417 5591925.869948445, 1299298.936538353 5591904.213790072, 1299343.694724155 5591881.769467765, 1299388.352975796 5591859.135156992, 1299412.800383267 5591847.855612869, 1299466.197536248 5591821.235688363, 1299684.167460894 5591718.664298333, 1299733.658524466 5591688.685090553, 1299914.14624724 5591600.442986823)
WAY|Su cosa si trova la strada ciclabile?|219.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1299041.33247956 5592031.020807762, 1299077.555024358 5592013.202786199, 1299116.457339115 5591993.600940662, 1299208.998800102 5591948.514396665, 1299254.146804417 5591925.869948445, 1299298.936538353 5591904.213790072, 1299343.694724155 5591881.769467765, 1299388.352975796 5591859.135156992, 1299412.800383267 5591847.855612869, 1299466.197536248 5591821.235688363, 1299684.167460894 5591718.664298333, 1299733.658524466 5591688.685090553, 1299914.14624724 5591600.442986823)
WAY|Su cosa si trova la strada ciclabile?|1252.0|livello|3.0|no|su marciapiede, su ponte, a raso e un tratto su ponte, sopraelevato, rampa accordo al ponte, sovrappasso|LINESTRING (1290804.13770541 5592059.75851184, 1290786.13207643 5592036.9075808, 1290745.31533599 5591998.66929016, 1290736.40399086 5591988.64658206, 1290724.89815577 5591979.26928332, 1290714.10298637 5591968.74467119, 1290701.9778164 5591957.5129833, 1290692.51868112 5591947.8826735, 1290680.84022374 5591937.48006946, 1290659.62531896 5591925.87423619, 1290647.17273739 5591914.91540663, 1290628.8065642 5591897.73619484, 1290605.82989062 5591876.54391133, 1290597.1685542 5591868.49985071, 1290585.94051772 5591857.27687917, 1290574.99717515 5591847.95647619, 1290565.51288049 5591838.70179438, 1290544.71014909 5591818.90174284, 1290520.68338021 5591796.39363396, 1290513.4049829 5591789.54224642, 1290510.64655381 5591787.38154183, 1290499.66407415 5591776.82540746, 1290470.76030173 5591748.96332253, 1290462.03011439 5591742.27085876, 1290424.129669 5591706.3754084, 1290416.81927328 5591698.51298158, 1290399.64138668 5591683.43222598, 1290366.2982171 5591649.86479243, 1290323.12006388 5591610.09000688, 1290311.77002021 5591598.53356759, 1290288.24577668 5591577.69603456, 1290273.63971934 5591562.42050579, 1290252.45468612 5591544.65668, 1290228.87361344 5591522.02176208, 1290215.71825908 5591510.07326783, 1290211.32125272 5591505.71598936, 1290188.39069535 5591482.385569, 1290177.56016399 5591473.06145738, 1290147.79126233 5591446.12650763, 1290121.92169778 5591421.99047767, 1290111.5105784 5591411.75336312, 1290104.1172772 5591404.79316038, 1290080.34156817 5591383.06399453, 1290013.25502897 5591317.29110853, 1289834.7066605 5591137.53486737)
